CoastalAerosol,Blue,Green,Red,RedEdge1,RedEdge2,RedEdge3,NIR,NarrowNIR,WaterVapour,SWIR1,SWIR2,Pond,Coincidence,Season,Date of Capture,pH,Salinity,Carbonate,BiCarbonate,Alkalinity,Hardness,Calcium,Magnesium,Ammonia,Nitrite,id,coordinates,type,lon1,lat1,lon2,lat2,lon3,lat3,lon4,lat4,start_date,end_date,chlorophyll,ndwi,turbidity,awei,mndwi,ndvi,diff_healthy_coastalAerosol,diff_healthy_blue,diff_healthy_green,diff_healthy_red,diff_healthy_rededge1,diff_healthy_rededge2,diff_healthy_rededge3,diff_healthy_nir,diff_healthy_narrownir,diff_healthy_watervapour,diff_healthy_swir1,diff_healthy_swir2
0.196203955,0.193631143,0.248172366,0.223274568,0.241971139,0.205943795,0.212657278,0.198273253,0.210985543,0.245461191,0.221046778,0.197292629,T_B2,1,2,23-08-2022,8.5,40,40,130,170,7100,440,1552,0.02,0,6,"[[[80.14494250536484, 14.021709301486823], [80.14506977534847, 14.021109835671382], [80.14559527722076, 14.02127314545055], [80.14552137851916, 14.02183676245508], [80.14494250536484, 14.021709301486823]]]",Polygon,80.14494251,14.0217093,80.14506978,14.02110984,80.14559528,14.02127315,80.14552138,14.02183676,22-08-2022,24-08-2022,0.040186446,0.111769745,-0.052811454,-0.453928003,0.057810063,-0.059308372,0.067273268,0.061592765,0.105897619,0.102774362,0.119057281,0.077049622,0.0806886,0.072042379,0.080854432,0.062349508,0.10263863,0.087017984
0.175567866,0.169494723,0.202162666,0.186579738,0.210250642,0.18970771,0.195620212,0.18497331,0.194724619,0.225781011,0.199977473,0.178879605,T_B2,2,2,22-09-2022,8.6,40,40,120,160,7100,450,1584,0.01,0,6,"[[[80.14494250536484, 14.021709301486823], [80.14506977534847, 14.021109835671382], [80.14559527722076, 14.02127314545055], [80.14552137851916, 14.02183676245508], [80.14494250536484, 14.021709301486823]]]",Polygon,80.14494251,14.0217093,80.14506978,14.02110984,80.14559528,14.02127315,80.14552138,14.02183676,21-09-2022,23-09-2022,0.059649931,0.04440134,-0.040085487,-0.503049135,0.00543391,-0.004323548,0.046637179,0.037456345,0.059887919,0.066079532,0.087336784,0.060813537,0.063651534,0.058742436,0.064593508,0.042669329,0.081569325,0.068604961
0.177864965,0.163104649,0.182619838,0.172620951,0.193806015,0.194216698,0.200232481,0.164421711,0.194315562,0.296812654,0.19996311,0.177587955,T_B2,0,2,14-07-2022,8.6,36,50,110,160,6200,378,1302,0,0,6,"[[[80.14494250536484, 14.021709301486823], [80.14506977534847, 14.021109835671382], [80.14559527722076, 14.02127314545055], [80.14552137851916, 14.02183676245508], [80.14494250536484, 14.021709301486823]]]",Polygon,80.14494251,14.0217093,80.14506978,14.02110984,80.14559528,14.02127315,80.14552138,14.02183676,13-07-2022,15-07-2022,0.057815243,0.052437891,-0.028146789,-0.570876447,-0.045332056,-0.024327008,0.048934277,0.031066271,0.040345091,0.052120745,0.070892157,0.065322525,0.068263802,0.038190837,0.064184451,0.113700972,0.081554962,0.067313311
0.158885577,0.155774487,0.189737178,0.157894766,0.211505751,0.166513159,0.171339023,0.154072739,0.161862173,0.212835735,0.184224674,0.176874509,T_B3,2,1,25-04-2023,8.2,35,20,150,170,6900,426,1282,0.03,0,5,"[[[80.14433425062168, 14.021577857614432], [80.14444099318894, 14.020900719645525], [80.1448843853924, 14.021052080070604], [80.1447345352505, 14.0216973523423], [80.14433425062168, 14.021577857614432]]]",Polygon,80.14433425,14.02157786,80.14444099,14.02090072,80.14488439,14.02105208,80.14473454,14.02169735,24-04-2023,26-04-2023,0.145129696,0.103733014,-0.091598059,-0.493685366,0.014740817,-0.012251365,0.02995489,0.023736109,0.04746243,0.03739456,0.088591893,0.037618987,0.039370344,0.027841864,0.031731062,0.029724052,0.065816527,0.066599865
0.12459152,0.110720952,0.154039747,0.129536072,0.170264094,0.127260261,0.128213205,0.113169664,0.123669958,0.196048013,0.15661652,0.14827896,T_B3,1,1,20-04-2023,8.2,36,20,130,150,6880,424,1271,0.04,0,5,"[[[80.14433425062168, 14.021577857614432], [80.14444099318894, 14.020900719645525], [80.1448843853924, 14.021052080070604], [80.1447345352505, 14.0216973523423], [80.14433425062168, 14.021577857614432]]]",Polygon,80.14433425,14.02157786,80.14444099,14.02090072,80.14488439,14.02105208,80.14473454,14.02169735,19-04-2023,21-04-2023,0.135850564,0.15295151,-0.086409607,-0.435944698,-0.00829461,-0.067433131,-0.004339167,-0.021317426,0.011765,0.009035866,0.047350235,-0.001633912,-0.003755474,-0.01306121,-0.006461153,0.01293633,0.038208372,0.038004316
0.178773291,0.163599066,0.209999625,0.182046685,0.224217924,0.195164768,0.200729684,0.185399732,0.197073232,0.342877623,0.202206693,0.184406859,T_B3,0,2,12/9/2022,8.5,41,30,140,170,7500,468,1586,0.02,0,5,"[[[80.14433425062168, 14.021577857614432], [80.14444099318894, 14.020900719645525], [80.1448843853924, 14.021052080070604], [80.1447345352505, 14.0216973523423], [80.14433425062168, 14.021577857614432]]]",Polygon,80.14433425,14.02157786,80.14444099,14.02090072,80.14488439,14.02105208,80.14473454,14.02169735,11/9/2022,13-09-2022,0.103802394,0.062215308,-0.071300097,-0.500047274,0.018905416,0.009125268,0.049842604,0.031560688,0.067724878,0.061546479,0.101304066,0.066270595,0.068761005,0.059168858,0.066942121,0.159765941,0.083798545,0.074132214
0.150241069,0.15082761,0.189121365,0.158841355,0.185419579,0.148645527,0.154698171,0.135849118,0.146231311,0.198025481,0.161511582,0.150468189,T_B3,1,2,28-08-2022,8.6,41,40,120,160,7400,456,1588,0.01,0,5,"[[[80.14433425062168, 14.021577857614432], [80.14444099318894, 14.020900719645525], [80.1448843853924, 14.021052080070604], [80.1447345352505, 14.0216973523423], [80.14433425062168, 14.021577857614432]]]",Polygon,80.14433425,14.02157786,80.14444099,14.02090072,80.14488439,14.02105208,80.14473454,14.02169735,27-08-2022,29-08-2022,0.077203715,0.163929495,-0.087020844,-0.323506424,0.078742696,-0.078021652,0.021310382,0.018789231,0.046846618,0.03834115,0.062505721,0.019751355,0.022729492,0.009618244,0.0161002,0.014913798,0.043103434,0.040193545
0.203674166,0.183289568,0.219568151,0.206965014,0.221561137,0.198398993,0.203180481,0.189604299,0.204193113,0.235796465,0.222707783,0.196607616,T_B3,1,2,23-08-2022,8.6,43,40,160,200,7600,468,1588,0.02,0,5,"[[[80.14433425062168, 14.021577857614432], [80.14444099318894, 14.020900719645525], [80.1448843853924, 14.021052080070604], [80.1447345352505, 14.0216973523423], [80.14433425062168, 14.021577857614432]]]",Polygon,80.14433425,14.02157786,80.14444099,14.02090072,80.14488439,14.02105208,80.14473454,14.02169735,22-08-2022,24-08-2022,0.034061219,0.073230375,-0.029547847,-0.568005339,-0.00709881,-0.043777254,0.074743479,0.05125119,0.077293403,0.086464808,0.098647279,0.069504821,0.071211802,0.063373425,0.074062002,0.052684782,0.104299636,0.086332971
0.176688625,0.181015741,0.213854213,0.185174787,0.236216319,0.202601254,0.205844405,0.207480096,0.201597834,0.234559399,0.205743745,0.183189667,T_B3,2,2,22-09-2022,8.6,40,40,130,170,7140,466,1591,0.03,0,5,"[[[80.14433425062168, 14.021577857614432], [80.14444099318894, 14.020900719645525], [80.1448843853924, 14.021052080070604], [80.1447345352505, 14.0216973523423], [80.14433425062168, 14.021577857614432]]]",Polygon,80.14433425,14.02157786,80.14444099,14.02090072,80.14488439,14.02105208,80.14473454,14.02169735,21-09-2022,23-09-2022,0.121126269,0.015128408,-0.071873038,-0.495007139,0.019329141,0.056806397,0.047757938,0.048977363,0.071579466,0.064674581,0.113302461,0.073707081,0.073875727,0.081249222,0.071466723,0.051447716,0.087335597,0.072915023
0.170961022,0.163835222,0.187770605,0.1772665,0.186070795,0.172039566,0.174417093,0.16808349,0.17534687,0.252693667,0.179267034,0.163766628,T_B3,0,2,14-07-2022,8.6,38,40,110,150,6700,384,1441,0,0,5,"[[[80.14433425062168, 14.021577857614432], [80.14444099318894, 14.020900719645525], [80.1448843853924, 14.021052080070604], [80.1447345352505, 14.0216973523423], [80.14433425062168, 14.021577857614432]]]",Polygon,80.14433425,14.02157786,80.14444099,14.02090072,80.14488439,14.02105208,80.14473454,14.02169735,13-07-2022,15-07-2022,0.024231742,0.055323559,-0.028775445,-0.43898931,0.023168116,-0.026590445,0.042030335,0.031796844,0.045495858,0.056766294,0.063156937,0.043145394,0.042448414,0.041852616,0.045215759,0.069581985,0.060858886,0.053491984
0.160466637,0.161960916,0.179083536,0.164970493,0.187301369,0.168340425,0.172338133,0.154739478,0.17125933,0.232512792,0.206585914,0.195860642,T_B4,2,1,25-04-2023,8.1,30,10,140,150,5600,368,1156,0.04,0,4,"[[[80.14373505378478, 14.02140410815079], [80.14380895248485, 14.020768792986075], [80.14425439743161, 14.02085243959732], [80.14411686373745, 14.021505678750799], [80.14373505378478, 14.02140410815079]]]",Polygon,80.14373505,14.02140411,80.14380895,14.02076879,80.1442544,14.02085244,80.14411686,14.02150568,24-04-2023,26-04-2023,0.063391031,0.072925045,-0.041019847,-0.673904557,-0.071310749,-0.032000924,0.031535949,0.029922538,0.036808789,0.044470287,0.064387511,0.039446252,0.040369454,0.028508604,0.041128219,0.049401109,0.088177766,0.085585998
0.128354563,0.112157353,0.152406699,0.127839627,0.169768935,0.136975311,0.13916032,0.117856694,0.137336648,0.212203692,0.175280453,0.163271033,T_B4,1,1,20-04-2023,8.4,32,30,140,170,5800,366,1191,0.05,0,4,"[[[80.14373505378478, 14.02140410815079], [80.14380895248485, 14.020768792986075], [80.14425439743161, 14.02085243959732], [80.14411686373745, 14.021505678750799], [80.14373505378478, 14.02140410815079]]]",Polygon,80.14373505,14.02140411,80.14380895,14.02076879,80.1442544,14.02085244,80.14411686,14.02150568,19-04-2023,21-04-2023,0.140887436,0.127838274,-0.087662423,-0.554942754,-0.069803632,-0.040631189,-0.000576124,-0.019881025,0.010131952,0.007339422,0.046855077,0.008081139,0.007191641,-0.00837418,0.007205537,0.029092009,0.056872305,0.052996389
0.188107777,0.166081999,0.214510591,0.185259197,0.249790688,0.222184737,0.228048243,0.201360801,0.221477827,0.362271554,0.222592866,0.202022321,T_B4,0,2,12/9/2022,8.5,37,30,120,150,6400,386,1457,0.05,0,4,"[[[80.14373505378478, 14.02140410815079], [80.14380895248485, 14.020768792986075], [80.14425439743161, 14.02085243959732], [80.14411686373745, 14.021505678750799], [80.14373505378478, 14.02140410815079]]]",Polygon,80.14373505,14.02140411,80.14380895,14.02076879,80.1442544,14.02085244,80.14411686,14.02150568,11/9/2022,13-09-2022,0.148331244,0.031619846,-0.073170595,-0.612517504,-0.018490532,0.041647106,0.05917709,0.034043621,0.072235843,0.064758991,0.12687683,0.093290565,0.096079564,0.075129927,0.091346716,0.179159871,0.104184718,0.091747677
0.160613413,0.158272728,0.211042613,0.16769774,0.217200268,0.173351935,0.178779674,0.149144121,0.171295862,0.234546997,0.195842521,0.181986525,T_B4,1,2,28-08-2022,8.7,40,50,100,150,7100,436,1556,0.1,0,4,"[[[80.14373505378478, 14.02140410815079], [80.14380895248485, 14.020768792986075], [80.14425439743161, 14.02085243959732], [80.14411686373745, 14.021505678750799], [80.14373505378478, 14.02140410815079]]]",Polygon,80.14373505,14.02140411,80.14380895,14.02076879,80.1442544,14.02085244,80.14411686,14.02150568,27-08-2022,29-08-2022,0.128612065,0.171851115,-0.114444823,-0.459628608,0.037357208,-0.058557979,0.031682726,0.02623435,0.068767866,0.047197534,0.09428641,0.044457762,0.046810995,0.022913247,0.041164751,0.051435315,0.077434373,0.07171188
0.211877768,0.199552625,0.250439289,0.222932527,0.253667488,0.221479975,0.229632339,0.205300407,0.229192627,0.264363159,0.243201559,0.216239126,T_B4,1,2,23-08-2022,8.6,40,50,130,170,7060,438,1561,0.02,0,4,"[[[80.14373505378478, 14.02140410815079], [80.14380895248485, 14.020768792986075], [80.14425439743161, 14.02085243959732], [80.14411686373745, 14.021505678750799], [80.14373505378478, 14.02140410815079]]]",Polygon,80.14373505,14.02140411,80.14380895,14.02076879,80.1442544,14.02085244,80.14411686,14.02150568,22-08-2022,24-08-2022,0.064487955,0.099045315,-0.058108153,-0.583328736,0.014661936,-0.041174134,0.082947081,0.067514247,0.108164542,0.102432321,0.13075363,0.092585803,0.09766366,0.079069533,0.099061516,0.081251476,0.124793411,0.105964482
0.182412903,0.173480917,0.210564635,0.188461416,0.241090878,0.215250238,0.22438001,0.2012029,0.22016273,0.266951035,0.224199463,0.202144172,T_B4,2,2,22-09-2022,8.6,35,40,140,180,5800,340,1386,0.04,0,4,"[[[80.14373505378478, 14.02140410815079], [80.14380895248485, 14.020768792986075], [80.14425439743161, 14.02085243959732], [80.14411686373745, 14.021505678750799], [80.14373505378478, 14.02140410815079]]]",Polygon,80.14373505,14.02140411,80.14380895,14.02076879,80.1442544,14.02085244,80.14411686,14.02150568,21-09-2022,23-09-2022,0.122521664,0.022735486,-0.055392922,-0.633167396,-0.031361438,0.032698616,0.053482216,0.041442539,0.068289888,0.06796121,0.11817702,0.086356065,0.092411331,0.074972026,0.090031619,0.083839353,0.105791315,0.091869528
0.170899936,0.174154246,0.187933267,0.172140664,0.19185199,0.182273083,0.180432245,0.180155054,0.176464953,0.255946301,0.192895405,0.163956372,T_B4,0,2,14-07-2022,8.6,37,30,90,140,4500,354,1402,0,0,4,"[[[80.14373505378478, 14.02140410815079], [80.14380895248485, 14.020768792986075], [80.14425439743161, 14.02085243959732], [80.14411686373745, 14.021505678750799], [80.14373505378478, 14.02140410815079]]]",Polygon,80.14373505,14.02140411,80.14380895,14.02076879,80.1442544,14.02085244,80.14411686,14.02150568,13-07-2022,15-07-2022,0.054153086,0.021131376,-0.043859334,-0.47959355,-0.013029844,0.022749042,0.041969249,0.042115868,0.04565852,0.051640458,0.068938131,0.05337891,0.048463566,0.05392418,0.046333842,0.072834618,0.074487257,0.053681728
0.163470379,0.163662755,0.186641418,0.160171197,0.193257145,0.170163874,0.175369622,0.156980076,0.172376265,0.250226501,0.203868039,0.193636587,T_B5,2,1,25-04-2023,8.3,32,30,150,180,5900,400,1221,0.03,0,2,"[[[80.14304248462349, 14.021235685613192], [80.14308819508199, 14.020650283863787], [80.14358796276082, 14.020727154885378], [80.1434995892078, 14.021342122134527], [80.14304248462349, 14.021235685613192]]]",Polygon,80.14304248,14.02123569,80.1430882,14.02065028,80.14358796,14.02072715,80.14349959,14.02134212,24-04-2023,26-04-2023,0.093614302,0.08631981,-0.076324273,-0.627862799,-0.044113197,-0.010061828,0.034539692,0.031624377,0.044366671,0.039670992,0.070343287,0.041269701,0.043400943,0.030749202,0.042245154,0.067114819,0.085459891,0.083361942
0.128100943,0.1117099,0.153973697,0.128127378,0.163197868,0.126249336,0.128322569,0.109952478,0.125276675,0.227858782,0.1620987,0.153711195,T_B5,1,1,20-04-2023,8.1,31,10,140,150,5660,358,1176,0.04,0,2,"[[[80.14304248462349, 14.021235685613192], [80.14308819508199, 14.020650283863787], [80.14358796276082, 14.020727154885378], [80.1434995892078, 14.021342122134527], [80.14304248462349, 14.021235685613192]]]",Polygon,80.14304248,14.02123569,80.1430882,14.02065028,80.14358796,14.02072715,80.14349959,14.02134212,19-04-2023,21-04-2023,0.120382599,0.166793687,-0.091620775,-0.472209533,-0.025706144,-0.076339515,-0.000829744,-0.020328478,0.01169895,0.007627172,0.04028401,-0.002644836,-0.00364611,-0.016278397,-0.004854436,0.044747099,0.043690552,0.04343655
0.19008205,0.16970693,0.202340921,0.185237402,0.217017229,0.202945024,0.207543399,0.189391958,0.208885022,0.367737083,0.213945612,0.193521381,T_B5,0,2,12/9/2022,8.3,37,20,140,160,6460,388,1458,0.01,0,2,"[[[80.14304248462349, 14.021235685613192], [80.14308819508199, 14.020650283863787], [80.14358796276082, 14.020727154885378], [80.1434995892078, 14.021342122134527], [80.14304248462349, 14.021235685613192]]]",Polygon,80.14304248,14.02123569,80.1430882,14.02065028,80.14358796,14.02072715,80.14349959,14.02134212,11/9/2022,13-09-2022,0.079004255,0.033055594,-0.044129195,-0.600420263,-0.027876692,0.011089778,0.061151363,0.037668552,0.060066174,0.064737196,0.094103371,0.074050851,0.07557472,0.063161084,0.078753911,0.184625401,0.095537464,0.083246737
0.161651637,0.153672893,0.181558033,0.159349271,0.180466133,0.15435753,0.158389556,0.134352747,0.152964341,0.254602235,0.180086327,0.172077152,T_B5,1,2,28-08-2022,8.6,40,50,120,160,7080,438,1562,0,0,2,"[[[80.14304248462349, 14.021235685613192], [80.14308819508199, 14.020650283863787], [80.14358796276082, 14.020727154885378], [80.1434995892078, 14.021342122134527], [80.14304248462349, 14.021235685613192]]]",Polygon,80.14304248,14.02123569,80.1430882,14.02065028,80.14358796,14.02072715,80.14349959,14.02134212,27-08-2022,29-08-2022,0.062142156,0.149426007,-0.065146043,-0.49090206,0.004069485,-0.085108453,0.03272095,0.021634514,0.039283286,0.038849065,0.057552275,0.025463357,0.026420877,0.008121873,0.02283323,0.071490552,0.061678179,0.061802507
0.212556623,0.193876547,0.219178009,0.207021828,0.2237027,0.205114515,0.210802305,0.200830897,0.215424592,0.282505171,0.232973264,0.207497257,T_B5,1,2,23-08-2022,8.6,40,50,130,170,7080,428,1546,0.01,0,2,"[[[80.14304248462349, 14.021235685613192], [80.14308819508199, 14.020650283863787], [80.14358796276082, 14.020727154885378], [80.1434995892078, 14.021342122134527], [80.14304248462349, 14.021235685613192]]]",Polygon,80.14304248,14.02123569,80.1430882,14.02065028,80.14358796,14.02072715,80.14349959,14.02134212,22-08-2022,24-08-2022,0.038727471,0.043682673,-0.028522255,-0.644161194,-0.030510266,-0.01517933,0.083625936,0.061838168,0.076903262,0.086521622,0.100788842,0.076220342,0.078833626,0.074600023,0.085293481,0.099393488,0.114565117,0.097222613
0.180240367,0.170896131,0.204132237,0.189676876,0.21122445,0.192367991,0.198081393,0.181104351,0.19925251,0.269856822,0.209071995,0.187410303,T_B5,2,2,22-09-2022,8.5,35,30,120,140,5840,344,1388,0.03,0,2,"[[[80.14304248462349, 14.021235685613192], [80.14308819508199, 14.020650283863787], [80.14358796276082, 14.020727154885378], [80.1434995892078, 14.021342122134527], [80.14304248462349, 14.021235685613192]]]",Polygon,80.14304248,14.02123569,80.1430882,14.02065028,80.14358796,14.02072715,80.14349959,14.02134212,21-09-2022,23-09-2022,0.053747825,0.059775957,-0.036706518,-0.55333634,-0.011954762,-0.023120168,0.05130968,0.038857752,0.06185749,0.06917667,0.088310592,0.063473818,0.066112714,0.054873477,0.069121399,0.08674514,0.090663848,0.077135659
0.173316877,0.178172823,0.19069558,0.178519762,0.190239643,0.177015876,0.17690802,0.188619707,0.176693291,0.284030893,0.187555565,0.165770047,T_B5,0,2,14-07-2022,8.5,40,30,90,140,6980,476,1502,0,0,2,"[[[80.14304248462349, 14.021235685613192], [80.14308819508199, 14.020650283863787], [80.14358796276082, 14.020727154885378], [80.1434995892078, 14.021342122134527], [80.14304248462349, 14.021235685613192]]]",Polygon,80.14304248,14.02123569,80.1430882,14.02065028,80.14358796,14.02072715,80.14349959,14.02134212,13-07-2022,15-07-2022,0.031781918,0.005472685,-0.032977552,-0.463230598,0.008301402,0.027509832,0.04438619,0.046134445,0.048420833,0.058019556,0.067325785,0.048121704,0.044939341,0.062388833,0.04656218,0.100919211,0.069147417,0.055495403
